0.068,0.136,0.049,0.046,0.052,0.053,0.053,0.292,0.062,0.343,0.052,0.124,0.077,0.118,0.061,0.040,0.064,0.144,0.058,0.364,0.063
0.078,0.141,0.053,0.065,0.052,0.170,0.069,1.128,0.062,0.898,0.082,0.151,0.061,0.071,0.064,0.032,0.055,0.267,0.057,0.171,0.067
0.073,0.165,0.055,0.054,0.045,0.035,0.063,0.461,0.056,0.313,0.062,0.115,0.063,0.076,0.061,0.055,0.072,0.254,0.063,0.169,0.067
0.069,0.206,0.047,0.053,0.048,0.063,0.051,0.412,0.063,0.385,0.062,0.126,0.062,0.060,0.075,0.018,0.061,0.109,0.057,0.203,0.066
0.067,0.253,0.048,0.052,0.040,0.076,0.056,0.379,0.057,0.353,0.062,0.111,0.060,0.084,0.065,-0.056,0.064,0.325,0.061,0.223,0.052
0.074,0.384,0.045,0.021,0.051,0.087,0.057,0.683,0.058,0.339,0.059,0.123,0.060,0.074,0.045,0.039,0.050,0.134,0.061,0.144,0.064
0.069,0.250,0.039,0.037,0.050,0.062,0.056,0.235,0.066,0.373,0.057,0.129,0.057,0.049,0.064,0.009,0.050,0.111,0.060,0.143,0.057
0.065,0.269,0.041,0.028,0.043,0.100,0.046,0.196,0.062,0.375,0.062,0.125,0.054,0.047,0.062,0.021,0.051,0.106,0.066,0.145,0.065
0.068,0.170,0.045,0.023,0.044,0.089,0.053,0.215,0.060,0.376,0.056,0.129,0.058,0.076,0.056,-0.007,0.058,0.110,0.066,0.134,0.071
0.063,0.204,0.050,0.054,0.048,0.073,0.049,0.253,0.060,0.333,0.063,0.119,0.062,0.051,0.071,0.022,0.048,0.110,0.070,0.121,0.061
0.063,0.202,0.047,0.038,0.051,0.053,0.064,0.181,0.063,0.349,0.069,0.313,0.060,0.044,0.059,0.054,0.051,0.124,0.057,0.137,0.059
0.059,0.236,0.051,0.045,0.040,0.069,0.056,0.794,0.061,0.336,0.067,0.139,0.044,0.052,0.066,0.014,0.057,0.127,0.056,0.144,0.059
0.054,0.147,0.045,0.042,0.049,0.067,0.055,0.404,0.061,0.346,0.053,0.130,0.053,0.049,0.058,0.013,0.057,0.117,0.057,0.128,0.062
0.061,0.258,0.057,0.038,0.043,0.073,0.053,0.575,0.045,0.816,0.067,0.273,0.056,0.065,0.072,0.038,0.036,0.136,0.063,0.155,0.057
0.061,0.171,0.042,0.006,0.058,0.095,0.056,1.301,0.057,0.310,0.065,0.146,0.056,0.035,0.068,0.012,0.055,0.114,0.060,0.112,0.072
0.077,0.214,0.056,0.020,0.047,0.084,0.055,1.246,0.061,0.356,0.066,0.141,0.053,0.027,0.075,0.026,0.055,0.122,0.065,0.126,0.069
0.079,0.049,0.053,0.053,0.051,0.040,0.057,0.210,0.059,0.379,0.060,0.144,0.073,0.052,0.061,0.007,0.068,0.108,0.071,0.120,0.066
