0.104,0.071,0.056,0.125,0.079,0.132,0.054,0.433,0.080,0.595,0.054,0.087,0.087,0.046,0.055,0.065,0.084,0.126,0.071,0.155,0.067
0.085,0.066,0.054,0.316,0.074,0.090,0.056,0.533,0.058,0.242,0.080,0.083,0.080,0.045,0.067,0.091,0.066,0.184,0.093,0.618,0.035
0.084,0.204,0.070,0.076,0.067,0.094,0.065,0.246,0.057,0.341,0.059,0.132,0.082,0.114,0.047,0.158,0.089,0.168,0.097,0.587,0.058
0.086,0.068,0.064,0.124,0.085,0.099,0.064,0.571,0.112,0.456,0.071,0.086,0.087,0.039,0.061,0.082,0.076,0.130,0.071,0.117,0.069
0.095,0.032,0.054,0.100,0.067,0.084,0.060,0.199,0.048,0.220,0.054,0.069,0.076,0.045,0.054,0.048,0.080,0.130,0.079,0.141,0.064
0.078,0.090,0.069,0.078,0.073,0.068,0.070,0.204,0.064,0.210,0.059,0.091,0.079,0.053,0.063,0.059,0.099,0.387,0.081,0.233,0.076
0.097,0.071,0.071,0.085,0.088,0.080,0.062,0.225,0.063,0.204,0.058,0.092,0.082,0.344,0.066,0.073,0.078,0.138,0.081,0.155,0.064
0.090,0.050,0.076,0.063,0.085,0.114,0.064,0.335,0.056,0.364,0.078,0.088,0.078,0.031,0.061,0.045,0.077,0.138,0.078,0.117,0.060
0.107,0.140,0.067,0.097,0.085,0.048,0.065,0.259,0.106,0.307,0.092,0.064,0.085,0.060,0.055,0.030,0.064,0.148,0.091,0.142,0.064
0.112,0.260,0.080,0.051,0.076,0.068,0.068,0.206,0.107,0.275,0.072,0.102,0.084,0.025,0.064,0.070,0.067,0.144,0.085,0.143,0.075
0.090,0.133,0.076,0.061,0.083,0.042,0.081,0.495,0.116,0.386,0.085,0.094,0.076,0.070,0.074,0.034,0.077,0.172,0.066,0.149,0.068
0.076,0.399,0.106,0.381,0.076,0.032,0.068,0.212,0.095,0.320,0.072,0.086,0.081,0.023,0.065,0.048,0.082,0.128,0.084,0.111,0.069
0.113,0.017,0.076,0.091,0.080,0.061,0.059,0.304,0.104,0.440,0.070,0.122,0.076,0.087,0.053,0.037,0.059,0.152,0.053,0.121,0.029
0.104,-0.004,0.065,0.102,0.101,0.060,0.057,0.593,0.072,0.228,0.090,0.124,0.083,0.038,0.063,0.051,0.081,0.134,0.058,0.105,0.059
0.113,0.125,0.064,0.114,0.081,0.070,0.049,0.193,0.066,0.174,0.051,0.069,0.083,0.019,0.052,0.044,0.086,0.113,0.074,0.093,0.066
0.087,0.026,0.064,0.278,0.084,0.049,0.065,0.272,0.097,0.376,0.078,0.087,0.080,0.039,0.056,0.036,0.073,0.133,0.069,0.114,0.088
0.086,0.077,0.068,0.045,0.083,0.062,0.061,0.535,0.047,0.242,0.060,0.081,0.078,0.023,0.057,0.049,0.066,0.138,0.078,0.094,0.081
0.095,0.017,0.068,0.104,0.078,0.068,0.068,0.215,0.073,0.199,0.055,0.089,0.098,0.051,0.058,0.037,0.081,0.147,0.077,0.096,0.059
0.108,0.034,0.068,0.092,0.049,0.063,0.072,0.170,0.064,0.205,0.060,0.075,0.079,0.025,0.055,0.059,0.075,0.136,0.059,0.114,0.059
0.075,0.046,0.082,0.377,0.078,0.062,0.072,0.289,0.091,0.341,0.085,0.088,0.078,0.077,0.062,0.041,0.099,0.139,0.061,0.226,0.042
0.093,0.066,0.069,0.290,0.096,0.060,0.070,0.286,0.052,0.308,0.059,0.086,0.087,0.063,0.049,0.037,0.080,0.136,0.067,0.071,0.059
0.093,0.527,0.050,0.300,0.080,0.045,0.059,0.552,0.057,0.239,0.056,0.097,0.090,0.043,0.070,0.037,0.084,0.135,0.071,0.070,0.045
0.115,0.037,0.065,0.107,0.080,0.054,0.068,0.180,0.068,0.194,0.061,0.078,0.078,0.033,0.061,0.042,0.091,0.126,0.073,0.083,0.060
0.108,0.177,0.066,0.078,0.089,0.077,0.061,0.147,0.067,0.196,0.050,0.106,0.078,0.044,0.063,0.054,0.074,0.160,0.069,0.095,0.065
0.085,0.047,0.061,0.099,0.073,0.098,0.060,0.197,0.068,0.236,0.053,0.100,0.083,0.550,0.063,0.072,0.081,0.410,0.079,0.115,0.060
0.091,0.122,0.062,0.083,0.079,0.109,0.074,0.208,0.062,0.224,0.056,0.081,0.084,0.087,0.052,0.110,0.083,0.141,0.087,0.133,0.075
0.100,0.055,0.062,0.072,0.090,0.089,0.066,0.189,0.066,0.191,0.072,0.066,0.085,0.048,0.061,0.041,0.074,0.129,0.078,0.103,0.073
0.116,0.043,0.062,0.103,0.075,0.110,0.053,0.209,0.057,0.167,0.061,0.090,0.076,0.099,0.073,0.049,0.086,0.157,0.050,0.163,0.063
0.095,0.046,0.060,0.089,0.068,0.084,0.063,0.415,0.082,0.229,0.087,0.089,0.084,0.271,0.085,0.031,0.082,0.134,0.073,0.099,0.076
0.104,0.372,0.051,0.123,0.085,0.089,0.064,0.192,0.067,0.169,0.061,0.073,0.083,0.051,0.073,0.032,0.089,0.131,0.080,0.122,0.072
0.106,0.044,0.064,0.143,0.086,0.083,0.053,0.362,0.052,0.210,0.056,0.083,0.083,0.067,0.066,0.027,0.090,0.135,0.071,0.116,0.063
0.109,0.069,0.047,0.233,0.076,0.062,0.053,0.198,0.058,0.189,0.054,0.097,0.081,0.032,0.063,0.054,0.074,0.159,0.049,0.137,0.069
0.118,0.066,0.060,0.142,0.076,0.067,0.066,0.210,0.058,0.195,0.047,0.088,0.077,0.028,0.064,0.047,0.079,0.128,0.078,0.097,0.062
0.109,0.299,0.058,0.106,0.088,0.102,0.055,0.165,0.066,0.167,0.061,0.090,0.085,0.026,0.065,0.038,0.084,0.124,0.080,0.094,0.077
0.115,0.086,0.057,0.325,0.081,0.057,0.068,0.168,0.063,0.159,0.059,0.083,0.087,0.036,0.061,0.045,0.080,0.126,0.079,0.080,0.076
0.105,0.051,0.053,0.109,0.083,0.084,0.070,0.167,0.064,0.194,0.054,0.074,0.094,0.044,0.081,0.411,0.082,0.250,0.095,0.116,0.074
0.105,0.058,0.056,0.081,0.083,0.064,0.067,0.210,0.047,0.184,0.061,0.090,0.086,0.018,0.064,0.055,0.084,0.122,0.082,0.073,0.084
0.103,0.033,0.061,0.097,0.091,0.066,0.061,0.250,0.057,0.248,0.060,0.079,0.087,0.059,0.069,0.030,0.084,0.130,0.081,0.101,0.080
0.097,0.011,0.076,0.132,0.077,0.081,0.068,0.176,0.062,0.185,0.056,0.091,0.086,0.029,0.084,0.052,0.090,0.129,0.077,0.105,0.085
0.108,0.114,0.057,0.085,0.076,0.064,0.053,0.141,0.063,0.176,0.054,0.071,0.087,0.044,0.071,0.053,0.082,0.130,0.076,0.462,0.056
0.108,0.057,0.071,0.061,0.080,0.032,0.062,0.181,0.064,0.207,0.045,0.092,0.082,0.058,0.055,0.048,0.079,0.150,0.081,0.210,0.085
0.104,0.037,0.064,0.084,0.086,0.044,0.056,0.168,0.074,0.274,0.075,0.094,0.080,0.075,0.067,0.100,0.077,0.157,0.058,0.295,0.075
0.094,0.016,0.058,0.066,0.084,0.030,0.061,0.147,0.054,0.185,0.053,0.097,0.085,0.029,0.062,0.053,0.067,0.141,0.060,0.226,0.069
0.068,0.110,0.064,0.064,0.055,0.101,0.059,0.198,0.053,0.185,0.043,0.110,0.088,0.039,0.064,0.669,0.078,0.155,0.081,0.154,0.075
0.103,0.452,0.082,0.036,0.072,0.042,0.068,0.185,0.077,0.247,0.075,0.084,0.080,0.042,0.068,0.046,0.081,0.123,0.082,0.274,0.097
0.109,0.109,0.058,0.049,0.076,0.061,0.054,0.241,0.053,0.194,0.059,0.102,0.087,0.024,0.058,0.049,0.088,0.130,0.084,0.224,0.080
0.088,0.038,0.071,0.079,0.086,0.064,0.066,0.155,0.062,0.180,0.046,0.105,0.076,0.021,0.076,0.058,0.076,0.161,0.053,0.221,0.054
0.101,0.041,0.066,0.067,0.078,0.039,0.062,0.164,0.055,0.172,0.059,0.075,0.082,0.034,0.061,0.046,0.086,0.132,0.076,0.277,0.096
0.086,0.027,0.067,0.087,0.072,0.049,0.057,0.152,0.053,0.142,0.066,0.082,0.087,0.021,0.062,0.070,0.085,0.127,0.082,0.243,0.089
0.115,0.049,0.069,0.056,0.083,0.037,0.064,0.145,0.065,0.182,0.070,0.087,0.087,0.038,0.078,0.063,0.076,0.176,0.058,0.255,0.066
0.097,0.030,0.059,0.144,0.087,0.116,0.063,0.254,0.063,0.714,0.066,0.146,0.089,0.111,0.060,0.099,0.075,0.150,0.081,0.277,0.069
0.085,0.071,0.064,0.081,0.067,0.082,0.073,0.412,0.044,0.204,0.057,0.082,0.073,0.038,0.062,0.124,0.070,0.140,0.080,0.135,0.061
0.081,0.145,0.070,0.429,0.081,0.048,0.054,0.209,0.058,0.193,0.063,0.079,0.081,0.028,0.063,0.063,0.077,0.133,0.085,0.093,0.064
0.089,0.044,0.068,0.107,0.076,0.088,0.068,0.599,0.058,0.220,0.061,0.096,0.084,0.040,0.063,0.048,0.086,0.148,0.084,0.427,0.072
0.085,0.056,0.060,0.131,0.078,0.067,0.070,0.184,0.056,0.210,0.058,0.095,0.077,0.039,0.067,0.041,0.073,0.143,0.090,0.106,0.052
0.090,0.119,0.068,0.098,0.087,0.042,0.078,0.178,0.064,0.174,0.058,0.101,0.079,0.011,0.062,0.081,0.086,0.151,0.078,0.115,0.061
0.084,0.242,0.068,0.085,0.091,0.041,0.073,0.171,0.053,0.265,0.064,0.078,0.084,0.059,0.066,0.024,0.083,0.130,0.069,0.300,0.056
0.072,0.184,0.063,0.123,0.073,0.069,0.059,0.207,0.045,0.203,0.050,0.073,0.083,0.023,0.053,0.060,0.064,0.144,0.081,0.732,0.063
0.087,0.074,0.068,0.119,0.083,0.055,0.064,0.199,0.048,0.167,0.054,0.071,0.086,0.008,0.062,0.069,0.071,0.143,0.070,0.228,0.087
0.093,0.011,0.067,0.092,0.081,0.034,0.068,0.205,0.047,0.223,0.061,0.084,0.092,0.003,0.066,0.070,0.078,0.127,0.080,0.163,0.082
0.090,0.105,0.060,0.141,0.088,0.028,0.066,0.236,0.052,0.171,0.056,0.074,0.090,0.011,0.066,0.063,0.064,0.145,0.079,0.171,0.058
0.089,0.086,0.057,0.121,0.080,0.066,0.061,0.190,0.045,0.162,0.050,0.063,0.086,0.017,0.059,0.058,0.068,0.142,0.077,0.129,0.075
0.085,0.030,0.063,0.088,0.091,0.051,0.071,0.141,0.061,0.138,0.062,0.067,0.085,0.064,0.069,0.095,0.090,0.137,0.093,0.372,0.071
0.098,0.093,0.063,0.084,0.083,0.075,0.064,0.160,0.052,0.204,0.051,0.069,0.083,0.027,0.059,0.047,0.072,0.147,0.100,0.137,0.065
0.088,0.038,0.066,0.099,0.086,0.054,0.074,0.137,0.059,0.155,0.058,0.075,0.085,0.015,0.063,0.062,0.068,0.151,0.086,0.216,0.079
0.096,0.029,0.072,0.089,0.090,0.025,0.069,0.166,0.049,0.168,0.052,0.091,0.085,-0.007,0.066,0.085,0.078,0.135,0.090,0.204,0.069
0.089,0.046,0.049,0.103,0.088,0.036,0.065,0.170,0.053,0.156,0.053,0.078,0.091,0.004,0.068,0.067,0.084,0.136,0.081,0.200,0.068
0.092,0.036,0.069,0.113,0.085,0.064,0.071,0.135,0.056,0.150,0.061,0.066,0.082,0.046,0.060,0.052,0.082,0.140,0.088,0.156,0.081
0.102,0.132,0.059,0.184,0.080,0.071,0.063,0.185,0.059,0.169,0.058,0.084,0.093,0.043,0.063,0.049,0.081,0.147,0.094,0.193,0.084
0.103,0.078,0.074,0.143,0.093,0.111,0.065,0.243,0.058,0.241,0.057,0.071,0.086,0.024,0.066,0.049,0.077,0.126,0.075,0.193,0.069
0.087,0.064,0.066,0.064,0.077,0.043,0.072,0.148,0.066,0.442,0.062,0.055,0.093,0.044,0.060,0.031,0.081,0.136,0.093,0.130,0.069
0.087,0.051,0.066,0.073,0.085,0.025,0.068,0.137,0.058,0.125,0.065,0.057,0.087,0.017,0.068,0.053,0.075,0.135,0.073,0.312,0.039
0.075,0.077,0.077,0.066,0.090,0.023,0.080,0.139,0.063,0.121,0.064,0.057,0.088,0.026,0.066,0.045,0.078,0.142,0.086,0.189,0.064
0.083,0.077,0.060,0.062,0.082,0.032,0.076,0.141,0.062,0.141,0.054,0.073,0.091,0.017,0.061,0.053,0.085,0.146,0.085,0.190,0.072
0.083,0.087,0.059,0.074,0.081,0.038,0.066,0.141,0.052,0.159,0.051,0.794,0.083,0.056,0.066,0.110,0.019,0.291,0.083,0.133,0.046
0.087,0.046,0.065,0.059,0.085,0.022,0.063,0.133,0.055,0.164,0.055,0.077,0.090,0.035,0.068,0.053,0.075,0.140,0.083,0.306,0.061
0.087,0.052,0.069,0.059,0.077,0.024,0.074,0.131,0.051,0.158,0.057,0.063,0.085,0.032,0.060,0.053,0.083,0.149,0.076,0.340,0.063
0.082,0.039,0.071,0.051,0.075,0.039,0.077,0.126,0.044,0.181,0.058,0.097,0.080,0.015,0.066,0.061,0.069,0.158,0.052,0.256,0.057
0.080,0.033,0.049,0.087,0.064,0.026,0.069,0.134,0.054,0.141,0.059,0.062,0.091,0.030,0.056,0.065,0.069,0.155,0.083,0.278,0.073
