0.063,0.613,0.064,0.190,0.065,0.861,0.099,2.012,0.065,1.126,0.068,0.833,0.057,0.242,0.066,0.810,0.061,0.771,0.061,0.978,0.090
0.052,1.017,0.060,0.618,0.052,0.184,0.082,1.263,0.056,1.378,0.068,0.743,0.053,0.214,0.081,0.165,0.057,1.151,0.080,0.902,0.080
0.056,1.281,0.050,0.329,0.038,0.189,0.065,1.451,0.055,1.393,0.061,1.057,0.046,0.166,0.073,0.358,0.049,0.433,0.053,0.776,0.063
0.046,0.494,0.050,0.277,0.037,0.177,0.053,1.418,0.052,0.998,0.056,0.889,0.044,0.544,0.063,0.499,0.054,0.521,0.062,1.796,0.070
0.045,0.547,0.043,0.257,0.036,0.150,0.075,1.584,0.041,0.905,0.072,1.438,0.050,0.170,0.076,0.162,0.045,0.402,0.039,1.144,0.049
0.046,0.423,0.053,0.447,0.054,0.140,0.109,0.876,0.052,1.161,0.050,0.823,0.047,0.210,0.093,0.342,0.051,1.096,0.042,0.649,0.060
0.042,0.383,0.043,0.208,0.035,0.133,0.074,1.056,0.047,0.887,0.067,0.829,0.049,0.383,0.068,0.166,0.047,3.978,0.067,0.717,0.077
0.048,0.437,0.050,0.378,0.052,0.170,0.084,1.071,0.043,1.204,0.055,0.677,0.046,0.194,0.080,0.188,0.051,0.378,0.075,0.743,0.075
0.078,0.721,0.045,0.398,0.042,0.110,0.105,1.132,0.039,0.592,0.051,0.939,0.038,0.162,0.093,0.209,0.054,0.512,0.068,0.765,0.070
0.037,0.441,0.044,0.228,0.043,0.154,0.082,0.809,0.049,0.567,0.057,0.988,0.045,0.198,0.094,0.167,0.052,0.377,0.052,0.699,0.075
0.053,0.487,0.048,0.267,0.040,1.008,0.117,0.771,0.051,0.793,0.050,0.938,0.036,0.291,0.089,0.169,0.052,0.693,0.050,0.958,0.053
0.039,0.390,0.039,0.244,0.031,0.143,0.072,1.200,0.048,1.003,0.052,0.465,0.048,0.220,0.100,0.084,0.045,0.384,0.050,1.395,0.054
0.047,0.481,0.049,0.349,0.025,0.348,0.097,0.883,0.042,1.455,0.055,0.369,0.044,0.210,0.097,0.105,0.049,0.317,0.054,0.872,0.063
0.049,0.415,0.048,0.211,0.037,0.143,0.113,0.964,0.047,0.807,0.052,0.341,0.042,0.131,0.098,0.047,0.044,0.276,0.045,0.547,0.043
0.052,0.731,0.043,0.279,0.041,0.224,0.081,1.572,0.057,1.112,0.055,0.746,0.051,0.196,0.086,0.109,0.048,0.859,0.052,1.197,0.031
